20181223.043007,UAL318,0.864056,11300.000000,159.500000,EWR
20181223.054602,NKS1035,0.343779,11300.000000,159.100000,EWR
20181223.005608,JBU611,0.695616,11375.000000,235.000000,JFK
20181223.082346,JBU905,4.320591,11525.000000,181.400000,EWR
20181222.200559,AAL1434,0.055412,11575.000000,234.800000,JFK
20181222.205238,JBU1323,0.227891,11675.000000,234.800000,JFK
20181223.001648,AAL2772,0.476085,11750.000000,234.500000,JFK
20181223.045944,JBU1623,3.172333,11750.000000,267.000000,JFK
20181223.032814,UAL2333,0.688902,11850.000000,159.200000,EWR
20181222.220922,JBU89,0.882419,11975.000000,235.500000,JFK
20181223.052853,JBU1823,2.412410,12025.000000,238.000000,JFK
20181223.015448,JBU355,1.137611,12050.000000,235.800000,JFK
20181223.044807,JBU711,1.605767,12125.000000,232.000000,JFK
20181222.212847,ENY3716,0.522756,12150.000000,234.500000,JFK
20181223.044635,JBU97,0.874492,12175.000000,232.900000,JFK
20181223.011605,DAL1667,2.591942,12200.000000,239.000000,JFK
20181223.012638,JBU1523,0.799637,12200.000000,235.900000,JFK
20181223.072732,AIJ5995,0.776437,12225.000000,233.200000,JFK
20181223.115416,AAL2234,1.214349,12225.000000,236.400000,JFK
20181223.124707,JBU123,0.578649,12225.000000,234.600000,JFK
20181222.191519,JBU1729,0.408063,12275.000000,234.400000,JFK
20181223.023002,JBU135,0.531183,12275.000000,234.700000,JFK
20181222.224707,AIJ2997,2.616604,12450.000000,238.900000,JFK
20181223.015238,DAL2915,0.401510,12450.000000,235.300000,JFK
20181223.125526,DAL2822,0.826546,12475.000000,235.800000,JFK
20181222.201008,JBU523,0.234917,12500.000000,234.700000,JFK
20181223.014906,ENY3586,0.888534,12500.000000,235.800000,JFK
20181222.233338,AAL302,1.797131,12525.000000,243.000000,JFK
20181223.111913,UAL1261,3.848897,12525.000000,181.500000,EWR
20181222.213501,JBU915,2.563529,12550.000000,239.400000,JFK
20181223.113936,UAL1290,1.724415,12625.000000,184.000000,EWR
20181223.112654,JBU27,4.424179,12650.000000,181.000000,EWR
20181223.022040,AAL1240,1.718771,12675.000000,231.500000,JFK
20181222.211027,DAL2755,0.584306,12750.000000,234.400000,JFK
20181223.030927,JBU429,5.255182,12800.000000,254.000000,JFK
20181223.085155,AMX401,3.585129,12800.000000,233.000000,JFK
20181222.225241,RPA4415,1.400717,12825.000000,236.900000,JFK
20181223.001357,SKW4160,0.846217,12825.000000,234.200000,JFK
20181223.014421,DAL2757,1.240942,12825.000000,232.500000,JFK
20181223.101813,AAL1500,4.063315,12875.000000,243.100000,JFK
20181223.010041,00000000,1.270938,13000.000000,211.900000,Other
20181223.123959,DAL1165,0.079046,13075.000000,234.600000,JFK
20181222.203702,JBU325,0.548789,13100.000000,233.700000,JFK
20181222.204407,JBU719,0.528491,13125.000000,234.300000,JFK
20181223.022549,JBU65,0.314134,13200.000000,261.300000,JFK
20181222.223803,JBU359,1.552135,13250.000000,237.500000,JFK
20181222.234008,QFA12,0.391858,13275.000000,234.700000,JFK
20181223.024319,EDV5081,1.864919,13500.000000,231.600000,JFK
20181223.004203,DAL2376,0.168784,13575.000000,234.700000,JFK
20181222.214245,JBU575,0.423716,13675.000000,233.400000,JFK
20181222.201916,ENY3787,0.787134,13750.000000,235.800000,JFK
20181222.222914,JBU477,0.924001,13825.000000,233.200000,JFK
20181223.015801,JBU225,1.698262,13925.000000,231.400000,JFK
20181222.203512,RPA6048,0.302746,13950.000000,234.100000,JFK
20181223.020118,DAL1807,0.951519,13975.000000,233.600000,JFK
20181222.204925,DAL2870,2.864608,14000.000000,239.100000,JFK
20181223.114348,NKS705,3.480125,14000.000000,187.800000,LGAdep
20181222.224818,EJM717,0.578845,14025.000000,158.400000,TEB
20181223.022257,EDV3413,0.546628,14025.000000,235.100000,JFK
20181222.201135,JBU351,2.882208,14075.000000,241.300000,JFK
20181222.235005,DAL2947,0.962134,14100.000000,234.200000,JFK
20181222.193528,EDG600,0.344244,14150.000000,164.700000,TEB
20181222.195513,VIV3945,0.297751,14225.000000,234.200000,JFK
20181222.215717,EDV5369,1.498138,14250.000000,231.800000,JFK
20181223.002140,DAL2037,1.287221,14250.000000,232.600000,JFK
20181223.113351,DAL1148,0.794558,14275.000000,233.900000,JFK
20181223.114750,JBU2419,0.595602,14275.000000,233.100000,JFK
20181223.120016,AAL2643,4.681489,14275.000000,244.200000,JFK
20181222.232644,AMX403,0.721814,14325.000000,233.300000,JFK
20181222.202838,AMX409,1.345525,14350.000000,237.200000,JFK
20181223.131104,AMX405,0.291384,14425.000000,234.300000,JFK
20181222.231846,JBU1013,0.651487,14450.000000,234.900000,JFK
20181223.122134,DAL2763,1.310677,14700.000000,188.900000,LGAdep
20181222.191821,EDV5550,0.212078,14775.000000,234.200000,JFK
20181223.130250,JBU163,0.764782,14925.000000,233.700000,JFK
20181222.225744,DAL1993,0.679736,15000.000000,233.600000,JFK
20181222.221428,DAL2477,0.915968,15100.000000,235.400000,JFK
20181222.211125,DAL1398,5.763490,15125.000000,192.500000,LGAdep
20181223.011801,DAL896,0.648346,15250.000000,186.900000,LGAdep
20181223.121905,N36MM,1.420309,15250.000000,182.900000,TEB
20181223.130843,JBU219,1.934171,15325.000000,251.900000,JFK
20181222.191246,DAL2663,0.675192,15350.000000,233.300000,JFK
20181222.230211,N18S,0.417171,15625.000000,162.100000,TEB
20181222.194617,JBU581,0.736532,15700.000000,234.800000,JFK
20181223.013726,ENY3948,0.014578,15725.000000,187.300000,LGAdep
20181223.010902,DAL1702,1.348829,15825.000000,188.500000,LGAdep
20181223.125927,JBU885,0.947735,15850.000000,233.400000,JFK
